Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Departamento de Adquisiciones en Irapuato #011L4J998,2348247,5310,"925600 LIBERTY BLUE AUTOMATED MICROWAVE PEPTIDE SYNTHESIZER, 120V",AA-011L4J998-E157-2021,,2021-10-15 15:54,2021-10-15 12:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2609991,"925600 LIBERTY BLUE AUTOMATED MICROWAVE PEPTIDE SYNTHESIZER, 120V","925600 LIBERTY BLUE AUTOMATED MICROWAVE PEPTIDE SYNTHESIZER, 120V",2021-10-15,2021-12-02,1715517.24,MXN,Expirado,0,0,IEF7911291F4,INSTRUMENTOS Y EQUIPOS FALCON SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2048602
INMEGEN,Instituto Nacional de Medicina Genómica,INMEGEN-Dirección General #012NCH001,2340546,3540,SERVICIO DE MANTENIMIENTO PREVENTIVO PARA MICROSCOPIO  ,AA-012NCH001-E155-2021,,2021-10-06 14:42,2021-09-20 00:00,Internacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2601373,SERVICIO DE MANTENIMIENTO PREVENTIVO PARA MICROSCOPIO  ,SERVICIO DE MANTENIMIENTO PREVENTIVO PARA MICROSCOPIO  ,2021-09-20,2021-10-29,37611,MXN,Expirado,0,0,CZM770124B99,CARL ZEISS DE MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2042742
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2337161,3540,"13-1231/2021 REQ 1956 CEMENAV163 INTALACIÓN, REPARACIÓN Y MANTENIMIENTO",AA-013000999-E1138-2021,,2021-10-01 08:55,2021-09-21 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2596509,"INTALACIÓN, REPARACIÓN Y MANTENIMIENTO",UN SERVICIO DE MANTENIMIENTO CORRECTIVO CON RAFACCIONES ORIGINALES,2021-09-24,2021-09-30,299000,MXN,Expirado,0,0,NOD140214EI6,9 ONCE DISTRIBUIDORA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2040032
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J995,2343361,2950,TABLETAS DE CLORO PARA SANITIZACION DE SISTEMAS DE PURIFICACION DE AUA CON MEMBR,AA-011L4J995-E1341-2021,,2021-10-08 18:26,2021-10-08 20:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2604072,TABLETAS DE CLORO PARA SANITIZACION DE SISTEMAS DE PURIFICACION DE AGUA CON MEMBR,"PROGARD S2 MODULO DE PRETRATAMIENTO
TABLETAS DE CLORO PARA SANITIZACION DE SISTEMAS DE PURIFICACION DE AGUA CON MEMBRANA DE OSMOSIS
TABLETAS PARA LIMPIEZA ACIDA DE MEMBRANA 
TABLETAS DE LIMPIEZA BASICA MEMBRANA 
",2021-10-11,2021-11-24,30707,MXN,Expirado,0,0,MER551201D48,MERCK SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2044894
INCARD,Instituto Nacional de Cardiología Ignacio Chávez,INCARD-Subdirección de Recursos Materiales #012NCA001,2348729,5310,EQUIPO MEDICO Y DE LABORATORIO,AA-012NCA001-E1093-2021,,2021-10-18 10:12,2021-10-11 00:00,Internacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2610436,EQUIPO MEDICO Y DE LABORATORIO,EQUIPO MEDICO Y DE LABORATORIO,2021-10-11,2021-12-16,1183336,MXN,Expirado,0,0,SME940415JQ1,STRYKER MEXICO SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2048957
COLPOS,Colegio de Postgraduados,COLPOS-Departamento de Adquisiciones y Contratos #008IZC999,2337796,5310,"Termociclador en tiempo real CFX96™ Touch Real-Time PCR Detection, System con mó",AA-008IZC999-E704-2021,,2021-10-02 14:05,2021-10-11 12:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Mixta,2605215,"Adquisición de un “Termociclador en tiempo real CFX96™ Touch Real-Time PCR Detection Marca Bio-Rad”, para el LABORATORIO DE DIAGNOSTICO INTEGRAL FITOSANITARIO (LADIFIT)","Adquisición de un “Termociclador en tiempo real CFX96™ Touch Real-Time PCR Detection Marca Bio-Rad”, para el LABORATORIO DE DIAGNOSTICO INTEGRAL FITOSANITARIO (LADIFIT)",2021-10-11,2021-12-10,632070.69,MXN,Expirado,0,0,CME100120RA8,CRISSOF DE MEXICO S DE RL DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2040599
IMP,Instituto Mexicano del Petróleo,IMP-Gerencia de Proveeduria y Servicios #018T0O004,2336843,2950,Columnas cromatográficas,AA-018T0O004-E327-2021,,2021-09-30 16:19,2021-09-21 14:17,Nacional,Arrendamientos,ADJUDICACIÓN DIRECTA,Electrónica,2596291,Columnas cromatográficas,Columnas cromatográficas,2021-09-21,2021-11-05,51855.64,MXN,Expirado,0,0,ATM990909U84,AGILENT TECHNOLOGIES MEXICO,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2039827
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección Administrativa Unidad Monterrey #011L4J992,2334466,5310,EQUIPO DE LABORATORIO - THERMOMIX,AA-011L4J992-E43-2021,,2021-09-27 14:14,2021-09-27 13:30,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2593355,EQUIPO DE LABORATORIO,THERMOMIX LCD MODELO HCM100-PRO C/CALENTAMIENTO MEZCLADO Y ENFRIAMIENTO C/BLOQUE DLAB ,2021-09-27,2021-11-26,33275.46,MXN,Expirado,0,0,MGP1305274Z9,MRO GLOBAL PROCUREMENT SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2037935
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento Veracruz Sur #050GYR022,2275214,3540,"LA-050GYR022-E209-2021 Mantenimiento a ultrasonidos, ejercicio 2021",LA-050GYR022-E209-2021,2021-07-05,2021-06-03 17:20,2021-06-24 11:00,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2601736,"LA-050GYR022-E209-2021 Mantenimiento a ultrasonidos, ejercicio 2021 ","Servicio de mantenimiento preventivo y/o correctivo a equipos de ultrasonidos, Régimen Ordinario, ejercicio 2021.
Contrato abierto.",2021-07-02,2021-12-31,171000,MXN,Expirado,0,0,CME9410171U7,CIBERNETICA Y MEDICINA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1992786
HRAEO,Hospital Regional de Alta Especialidad de Oaxaca,HRAEO-Subdirección de Recursos Materiales #012NBR001,2342388,3540,SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO A 4 VENTILADORES MARCA HAMILTON ,AA-012NBR001-E286-2021,,2021-10-08 10:26,2021-08-19 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2603305,SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO A 4 VENTILADORES MARCA HAMILTON MODELO RAPHAEL XTC,SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO A 4 VENTILADORES MARCA HAMILTON MODELO RAPHAEL XTC HRAEO-AD-S-149/2021,2021-08-20,2021-12-31,320000,MXN,Expirado,0,0,BHL130614LQ4,BIOSYSTEMS HLS SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2044104
IMSS,Instituto Mexicano del Seguro Social,IMSS-Coordinación de Abastecimiento y Equipamiento Veracruz Sur #050GYR022,2275242,3540,LA-050GYR022-E213-2021 Mantenimiento a cunas de calor,LA-050GYR022-E213-2021,2021-07-01,2021-06-03 19:54,2021-06-22 10:30,Nacional,Servicios,LICITACIÓN PÚBLICA,Electrónica,2601840,LA-050GYR022-E213-2021 Mantenimiento a cunas de calor ,"LA-050GYR022-E213-2021 Mantenimiento a cunas de calor.
CONTRATO ABIERTO",2021-07-02,2021-12-31,840000,MXN,Expirado,0,0,IBS050524DJ6,INGENIERIA BIOMEDICA PARA LA SALUD SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1992393
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,"CINVESTAV-Unidad Saltillo, Subdirección Administrativa #011L4J996",2344966,3540,"SERVICIO DE MANTENIMIENTO PREVENTIVO PARA SISTEMA FTIR, MODELO FRONTIER",AA-011L4J996-E125-2021,,2021-10-11 17:08,2021-10-11 17:30,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2605744,"SERVICIO DE MANTENIMIENTO PREVENTIVO PARA SISTEMA FTR, MODELO FRONTIER","SERVICIO DE MANTENIMIENTO PREVENTIVO PARA SISTEMA FTIR MODELO FRONTIER, MARCA PERKIN ELMER Y ENTRENAMIENTO EN EL MANEJO Y CUIDADOS.

INCLUYE:

REVISIÓN Y LIMPIEZA DE LA ÓPTICA INTERNA

ALINEACIÓN DE LA FUENTE

CAMBIO DE DESECANTES Y LIMPIEZA DE FILTROS

VERIFICACIÓN DE COMPONENTES Y PERIFÉRICOS

PRUEBAS DE DESEMPEÑO

CALIBRACIÓN ENTRENAMIENTO POR 12 HRS.

SI0606001900022-15

SERVICIO DE MANTENIMIENTO PREVENTIVO PARA SISTEMA UVVIS LAMBDA 365, MARCA PERKIN ELMER Y ENTRENAMIENTO EN EL MANEJO Y CUIDADOS.

INCLUYE

REVISIÓN Y LIMPIEZA DE LA ÓPTICA INTERNA

REVISIÓN DE LOS FILTROS

VERIFICACIÓN DE COMPONENTES Y PERIFÉRICOS

PRUEBAS DE DESEMPEÑO

CALIBRACIÓN

ENTRENAMIENTO POR 8 HRS.

SI0606001900022-1",2021-10-11,2021-11-30,57816,MXN,Expirado,0,0,,INDUSTRIAS GARAY E INSTRUMENTACION ANALITICA SAS DE CV,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2046189
IPN,Instituto Politécnico Nacional,IPN-Dirección de Recursos Materiales e Infraestructura #011B00001,2345417,3540,Mantenimiento preventivo y correctivo a escritor de mascaras DWL66FS,AA-011B00001-E358-2021,,2021-10-11 20:41,2021-09-07 10:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2605924,Mantenimiento preventivo y correctivo a escritor de mascaras DWL66FS,Mantenimiento preventivo y correctivo a escritor de mascaras DWL66FS,2021-09-07,2021-12-31,198275.86,MXN,Expirado,0,0,INT9103157U9,INTERCOVAMEX SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2046538
IMSS,Instituto Mexicano del Seguro Social,"IMSS-UMAE Dr. Victorio de la Fuente Narváez Ciudad de México, Dirección #050GYR049",2334895,3540,SERVICIO DE MANTENIMIENTO CORRECTIVO A  MONITOR DE SIGNOS VITALES Y BRONCOSCOPIO,AA-050GYR049-E213-2021,,2021-09-28 18:15,2021-09-28 04:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Presencial,2593881,"SERVICIO DE MANTENIMIENTO CORRECTIVO A EQUIPOS SINIESTRADOS DEL AREA DE UNIDAD DE CUIDADOS INTENSIVOS Y URGENCIAS,  MONITOR DE SIGNOS VITALES Y BRONCOSCOPIO DEL HOSPITAL DE TRAUMATOLOGIA ""DR. VICTORIO DE LA FUENTE NARVAEZ"" CIUDAD DE MEXICO PERTENECIENTES A","SERVICIO DE MANTENIMIENTO CORRECTIVO A EQUIPOS SINIESTRADOS DEL AREA DE UNIDAD DE CUIDADOS INTENSIVOS Y URGENCIAS,  MONITOR DE SIGNOS VITALES Y BRONCOSCOPIO DEL HOSPITAL DE TRAUMATOLOGIA ""DR. VICTORIO DE LA FUENTE NARVAEZ"" CIUDAD DE MEXICO PERTENECIENTES A LA UNIDAD MEDICA DE ALTA ESPECIALIDAD ""DR. VICTORIO DE LA FUENTE NARVAEZ"" CIUDAD DE MEXICO",2021-09-29,2021-10-07,60775.87,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2038598
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2303799,5310,LA-050GYR040-E21-2021_Equipo para Medicina Física y Rehabilitación.,LA-050GYR040-E21-2021,2021-09-28,2021-07-30 17:45,2021-09-08 11:00,Internacional bajo TLC,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2601785,"21BI0082  LA-050GYR040-E21-2021_Adquisición de bienes del Programa Sustitución de Equipo para Medicina Física y Rehabilitación, para el ejercicio 2021.","21BI0082 LA-050GYR040-E21-2021_Adquisición de bienes del Programa Sustitución de Equipo para Medicina Física y Rehabilitación, para el ejercicio 2021.",2021-09-28,2021-12-31,9516657.6,MXN,Expirado,0,0,FLT1810232M9,FISIOTERAPIA Y LABORATORIO TECNOLOGICO S A P I DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2014449
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2337284,5310,13-1168/2021 REQ 1766 SANA0110 EQUIPO MEDICO Y DE LABORATORIO,AA-013000999-E1143-2021,,2021-10-01 11:39,2021-09-20 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2596725, EQUIPO MEDICO Y DE LABORATORIO,ANALIZADOR DE SEGURIDAD,2021-09-23,2021-10-03,1637931.03,MXN,Expirado,0,0,ATE9811045J0,ART TECNICA SADE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2040131
INCMNSZ,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,INCMNSZ-Subdirección de Recursos Materiales y Servicios Generales #012NCG001,2338931,2950,LAMPARA DE XENON PARA FUENTES DE LUZ MARCA OLYMPUS MODELOS VARIOS. PRESENTACION ,AA-012NCG001-E1324-2021,,2021-10-05 08:39,2021-09-01 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2599204,LAMPARA DE XENON PARA FUENTES DE LUZ MARCA OLYMPUS MODELOS VARIOS. PRESENTACION PIEZA,"LAMPARA DE XENON PARA FUENTES DE LUZ MARCA OLYMPUS MODELOS VARIOS. PRESENTACION PIEZA
",2021-09-01,2021-12-31,57489.6,MXN,Expirado,0,0,TAM1102045U5,TECNOLOGIA APLICADA EN MEDICINA SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2041527
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J999,2343345,5310,PROTOTIPO DE LABORATORIO,AA-011L4J999-E170-2021,,2021-10-08 18:18,2021-10-08 18:19,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2604119,PROTOTIPO DE LABORATORIO ,"ROTATORY BASE UNIT 2
1X2 DOF INVERTED PENDULUM MODULE",2021-10-11,2022-02-04,230690,MXN,Terminado,0,0,,MULTION CONSULTING SA DE CV,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2044874
IMSS,Instituto Mexicano del Seguro Social,IMSS-DA-UADQ-CABCS-DEMM #050GYR040,2303799,5310,LA-050GYR040-E21-2021_Equipo para Medicina Física y Rehabilitación.,LA-050GYR040-E21-2021,2021-09-28,2021-07-30 17:45,2021-09-08 11:00,Internacional bajo TLC,Adquisiciones,LICITACIÓN PÚBLICA,Electrónica,2601923,"21BI0084  LA-050GYR040-E21-2021_Adquisición de bienes del Programa Sustitución de Equipo para Medicina Física y Rehabilitación, para el ejercicio 2021.","21BI0084 LA-050GYR040-E21-2021_Adquisición de bienes del Programa Sustitución de Equipo para Medicina Física y Rehabilitación, para el ejercicio 2021.",2021-09-28,2021-12-31,75902842.18,MXN,Expirado,0,0,NUD1702236P0,NUDOMI SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2014449
IMT,Instituto Mexicano del Transporte,IMT-Coordinación de Administración y Finanzas #009A00001,2338200,3540,El servicio de calibración de varios equipos del Laboratorio de Mecánica de Geom,EPO-009A00001-N98-2021,,2021-10-04 12:14,2021-10-01 09:00,Nacional,Servicios,CONTRATO ENTRE ENTES PUBLICOS,Electrónica,2598117,El servicio de calibración de varios equipos del Laboratorio de Mecánica de Geomateriales,El servicio de calibración de varios equipos del Laboratorio de Mecánica de Geomateriales,2021-10-01,2021-10-31,52740,MXN,Expirado,0,0,CID840309UG7,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2040952
IPICYT,"Instituto Potosino de Investigación Científica y Tecnológica, A.C.",IPICYT-Dirección de Administración y Finanzas #03891W001,2320252,5310,Mufla de atmosfera controlada,AA-03891W001-E289-2021,,2021-08-27 10:27,2021-09-01 11:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Mixta,2602731,Mufla de atmosfera controlada,Mufla de atmosfera controlada,2021-10-07,2021-11-07,107758.62,MXN,Expirado,0,0,BIC0904207V0,BRITEG INSTRUMENTOS CIENTIFICOS SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2026048
IPICYT,"Instituto Potosino de Investigación Científica y Tecnológica, A.C.",IPICYT-Dirección de Administración y Finanzas #03891W001,2326899,3540,Póliza de mantenimiento para el equipo Headspace-CG-EM,AA-03891W001-E305-2021,,2021-09-08 11:08,2021-09-13 11:30,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2602747,Póliza de mantenimiento para el equipo Headspace-CG-EM,Póliza de mantenimiento para el equipo Headspace-CG-EM,2021-10-07,2021-11-10,180000,MXN,Expirado,0,0,CTG080207223,CENTRO TECNOLOGICO GRAMA SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2031402
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J995,2343627,2950,SUMINISTROS DE LABORAORIO,AA-011L4J995-E1364-2021,,2021-10-08 21:56,2021-10-08 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2604219,SUMINISTROS DE LABORAORIO,"25.4 X 25.4MM X 50MM FL, UV-VIS LASER GRADE PCX CYLINDER LENS MODEL: 36-108 MARCA EDMUNDD OPTICS
25.4 X 25.4MM X 75MM FL, UV-VIS LASER GRADE PCX CYLINDER LENS MODEL 36-109 MARCA EDMUNDD OPTICS
25.4 X 25.4MM X 100MM FL, UV-VIS LASER GRADE PCX CYLINDER LENS MODEL: 36-110 MARCA EDMUNDD OPTICS
20MM DIA. X 80MM FL UV-VIS COATED, UV PLANO-CONVEX LENS MODEL: 49-976 MARCA EDMUNDD OPTICS
25MM DIA. X 100MM FL UV-VIS COATED, UV PLANO-CONVEX LENS MODEL: 48-825 MARCA EDMUNDD OPTICS
25MM DIA. X 150MM FL UV-VIS COATED, UV PLANO-CONVEX LENS MODEL: 48-827 MARCA EDMUNDD OPTICS
25MM DIA. X 200MM FL UV-VIS COATED, UV PLANO-CONVEX LENS MODEL: 48-829 MARCA EDMUNDD OPTICS
25MM DIA. X 250MM FL UV-VIS COATED, UV PLANO-CONVEX LENS MODEL: 48-830 MARCA EDMUNDD OPTICS
",2021-10-11,2021-10-29,29283,MXN,Expirado,0,0,SCM0503101V9,SERVICIOS DE CALIBRACION Y METROLOGIA,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2045094
INSP,Instituto Nacional de Salud Pública,INSP-Departamento de Abastecimiento #012NDY002,2338318,5310,Adquisición de Centrifuga,AA-012NDY002-E97-2021,,2021-10-04 13:42,2021-09-17 10:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Presencial,2598306,Adquisición de centrifuga,"Adquisición de: 
Centrifuga, refrigerada, de mesa, desarrollo mínimo de 4000 PRM, Temperatura mínimo de -10°C, incluye basicamente rotor para microplaca de 96 pozos",2021-09-21,2021-11-20,199990,MXN,Expirado,0,0,PEB030107QG4,PRODUCTOS Y EQUIPOS BIOTECNOLOGICOS SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2041051
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,"CINVESTAV-Unidad Saltillo, Subdirección Administrativa #011L4J996",2335823,2950,MATERIALES Y HERRAMIENTAS PARA LABORATORIO,AA-011L4J996-E95-2021,,2021-09-29 11:52,2021-10-05 11:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2599552,MATERIALES Y HERRAMIENTAS PARA LABORATORIO,"CABLES ELECTROMIOGRAFO CON COPIA DE ORO
GEL CONDUCTOR PARA ELECTRODOS
ELECTRODOS ADHESIVOS PARA ELECTROMIOGRAFO
PINZAS PARA ELECTRICISTA VANQUISH
PINZA PARA ELECTRONICA
VERNIER DIGITAL MITUTOYO
PINZAS ANTIESTATICAS
LLAVES ALLEN MILIMETRICAS Y ESTANDAR
LLAVES ALLEN TORX
AUTOCLE USO RUDO",2021-10-05,2021-11-30,31834.75,MXN,Expirado,0,0,,FELIPE ALBERTO MACHORRO FERNANDEZ,,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2038988
PRONABIVE,Productora Nacional de Biológicos Veterinarios,PRONABIVE-Dirección de Planeación y Administración #008JBK001,2338734,3540,MANTENIMIENTO Y CALIBRACIÓN A INTEGRITEST IT4,AA-008JBK001-E78-2021,,2021-10-04 17:51,2021-10-04 17:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Mixta,2598867,MANTENIMIENTO Y CALIBRACIÓN A INTEGRITEST IT4,MANTENIMIENTO Y CALIBRACIÓN A INTEGRITEST IT4,2021-10-04,2021-12-31,34500,MXN,Expirado,0,0,MER551201D48,MERCK SA DE CV,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2041365
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2339984,5310,13-1156/2021 REQ 1846 CEMENAV202 EQUIPO MEDICO Y DE LABORATORIO ,AA-013000999-E1174-2021,,2021-10-06 09:43,2021-09-14 00:00,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2600603,EQUIPO MEDICO Y DE LABORATORIO,ANALIZADOR DE SEGURIDAD,2021-09-17,2021-09-22,382250,MXN,Expirado,0,0,ATE9811045J0,ART TECNICA SADE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2042342
SEMAR,Secretaría de Marina,SEMAR-Dirección General Adjunta de Adquisiciones #013000999,2347961,3540,13-1229/2021 REQ 1959 CEMENAV232 INSTALACION REPARACIÓN Y MANTENIMIENTO,AA-013000999-E1283-2021,,2021-10-15 10:40,2021-09-22 00:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2609490,INSTALACION REPARACIÓN Y MANTENIMIENTO,UN SERVICIO QUE CONSTA DE 01 MANTENIMIENTO PREVENTIVO Y TODOS LOS MANTENIMIENTOS CORRECTIVOS ,2021-09-30,2021-10-05,90000,MXN,Expirado,0,0,CJC1105316PA,COMERCIALIZADORA JASS DE COMPRESORES SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2048337
IMP,Instituto Mexicano del Petróleo,IMP-MODULO DE MATERIALES Y SERVICIOS EN VERACRUZ #018T0O002,2343795,3540,"INSTALACION, REPARACION Y MANTTO. DE EQUIPO",AA-018T0O002-E41-2021,,2021-10-09 17:39,2021-10-11 08:00,Nacional,Servicios,ADJUDICACIÓN DIRECTA,Electrónica,2604364,"INSTALACION, REPARACION Y MANTTO. DE EQUIPO","Servicio de mantenimiento preventivo, correctivo y calibración de los equipos: 1) Viscosímetro y densímetro Stabinger (SVM300, inventario: 171647 serie: 81912124), 2) Viscosímetro y densímetro Stabinger (SVM300, inventario: 171648 serie: 81912117), 3) Densitómetro digital (DMA 4100M-001, inventario: 171644, S/N: 81905133), módulo de alta presión (DMA HP no. serie: 81704422), 4) Densitómetro digital (DMA 4100M-001, inventario: 171645, S/N: 81905126), módulo de alta presión (DMA HP no. serie 81704392), 5) Microscopio de alta resolución (MSZ 5000 SAXSPACE, inventario: 172079, serie: 82056285), para el Laboratorio de Aseguramiento de Flujo (LAF)”.",2021-10-11,2021-12-10,1292444,MXN,Expirado,0,0,APM0405279H8,ANTON PAAR MEXICO ,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2045248
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,"CINVESTAV-Unidad Saltillo, Subdirección Administrativa #011L4J996",2343729,3540,REPARACION Y MANTENIMIENTO CORRECTIVO A CAMARA DE ALTA TEMPERATURA,AA-011L4J996-E114-2021,,2021-10-09 10:21,2021-10-11 14:15,Nacional,Adquisiciones,ADJUDICACIÓN DIRECTA,Electrónica,2605308,REPARACION Y MANTENIMIENTO CORRECTIVO A CAMARA DE ALTA TEMPERATURA ,"REPARACION Y MANTENIMIENTO CORRECTIVO A CAMARA DE ALTA TEMPERATURA HTPK 16 ANTON PAAR, INSTRUMENTO XPERT MPD SERIE DY657, INCLUYE MANO DE OBRA Y VIATICOS",2021-10-11,2021-11-30,129000,MXN,Expirado,0,0,ACS210507497,ALTERNATIVA DE CALIDAD EN SERVICIO Y TECNOLOGIAS SAS DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=2045171
