Siglas de la Institución,Institución,Nombre de la UC,Código del expediente,Clave CUCOP,Título del expediente,Número del procedimiento,Fecha de fallo,Fecha de publicación,Fecha de apertura,Carácter del procedimiento,Tipo de contratación,Tipo de procedimiento,Forma de participación,Código del contrato,Título del contrato,Descripción del contrato,Fecha de inicio del contrato,Fecha de fin del contrato,Importe del contrato,Moneda del contrato,Estatus del contrato,Convenio modificatorio,Contrato plurianual,RFC,Proveedor o contratista,Estratificación de la empresa,Clave del país de la empresa,Dirección del anuncio
IMSS,Instituto Mexicano del Seguro Social,IMSS-Oficina de Adquisiciones de la Delegación Chiapas #050GYR004,1737743,3540,IA-050GYR004-E118-2018 - MTTO MONITORES DE SIG. VITALES Y DESFIB ORD PROSP / ccv,IA-050GYR004-E118-2018,2018-07-25,2018-07-10 15:56,2018-07-18 11:00,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Presencial,1883348,CONTRATO DE MANTENIMIENTO A MONITOR DE SIGNOS VITALES Y DESFIBRILADOR,IA-050GYR004-E118-2018 - MTTO MONITORES DE SIG. VITALES Y DESFIB ORD PROSP / ccv,2018-07-30,2018-12-31,3439400,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1504704
IMSS,Instituto Mexicano del Seguro Social,IMSS-Departamento de Adquisición de Bienes y Contratación de Servicios #050GYR029,1762022,2950,ADQUISICION DE REANIMADORES DE ASISTENCIA VENTILATORIA,AA-050GYR029-E146-2018,,2018-07-31 18:58,2018-07-31 16:45,Internacional bajo TLC,Adquisiciones,Adjudicación Directa Federal,Mixta,1916427,CONTRATO D188007 ADQUISICION DE REANIMADORES DE ASISTENCIA VENTILATORIA,CONTRATO D188007 ADQUISICION DE REANIMADORES DE ASISTENCIA VENTILATORIA,2018-08-01,2018-12-31,2105660,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1526772
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE GINECO OBSTETRICIA No 03 DR VICTOR MANUEL ESPINOSA DE LOS REYES SANCHEZ CMN LA RAZA #050GYR050,1752749,2950,Adjudicación Directa para la Adquisición de Consumibles de Equipo Médico,AA-050GYR050-E76-2018,,2018-07-23 14:50,2018-07-27 11:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1881170,Adjudicación Directa para la Adquisición de Consumibles de Equipo Médico,Adjudicación Directa para la Adquisición de Consumibles de Equipo Médico,2018-07-30,2018-12-31,242900,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1518271
IMSS,Instituto Mexicano del Seguro Social,"IMSS-UMAE DR. VICTORIO DE LA FUENTE NARVÁEZ, DISTRITO FEDERAL #050GYR049",1568315,3540,UMAE DVFN MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPOS DE ELECTRÓNICA MÉDICA ,LA-019GYR049-E247-2017,2018-02-02,2018-01-16 08:48,2018-02-02 12:00,Nacional,Servicios,Licitación Pública,Electrónica,1729211,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPOS DE ELECTRONICA MÉDICA DE LA UNIDAD MÉDICA DE ALTA ESPECIALIDAD ""DR. VICTORIO DE LA FUENTE NARVAEZ"", D.F.","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPOS DE ELECTRONICA MÉDICA DE LA UNIDAD MÉDICA DE ALTA ESPECIALIDAD ""DR. VICTORIO DE LA FUENTE NARVAEZ"", D.F.

",2018-02-07,2018-12-31,5862068.96,MXN,Terminado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1343766
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE GINECO OBSTETRICIA No 03 DR VICTOR MANUEL ESPINOSA DE LOS REYES SANCHEZ CMN LA RAZA #050GYR050,1604940,2950,Convocatoria para la Adquisición de Consumibles de Equipo Medico,LA-019GYR050-E17-2018,2018-02-26,2018-02-08 09:44,2018-02-22 10:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,1735967,Convocatoria Nacional para la Adquisición de Consumibles de Equipo Medico,Convocatoria Nacional para la Adquisición de Consumibles de Equipo Medico,2018-02-26,2018-12-31,9700,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1384581
IMSS,Instituto Mexicano del Seguro Social,IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014,1585183,5310,LA-019GYR014-E11-2018 SUMINISTRO CONSUMIBLES DE EQ.MEDICO,LA-019GYR014-E11-2018,2018-02-16,2018-01-05 10:51,2018-02-08 08:30,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1742656,D188037,LA-019GYR014-E11-2018 SUMINISTRO CONSUMIBLES DE EQ.MEDICO ,2018-03-09,2018-12-31,670145.72,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1360578
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Delegación Regional en Baja California, Jefatura de Servicios Administrativos #050GYR003",1559032,5310,LA-019GYR003-E562-2017 CONSUMIBLES DE EQUIPOS MEDICOS Y DE LABORATORIO,LA-019GYR003-E562-2017,2018-03-05,2017-11-29 17:29,2018-02-26 13:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1754362, LA-019GYR003-E562-2017 CONSUMIBLES DE EQUIPOS MEDICOS Y DE LABORATORIO ,,2018-03-07,2019-01-01,1379003.82,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1335514
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Delegación Estatal en Jalisco, Coordinación de Abastecimiento y Equipamiento #050GYR002",1592760,5310,LA-019GYR002-E34-2018ADQ. GPO 379 CONSUMIBLES EQUIPO MEDICO (EQ. ESTERILIZACION),LA-019GYR002-E34-2018,2018-03-22,2018-01-29 20:00,2018-03-14 09:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Electrónica,1767725,D188028 LA-019GYR002-E34-2018ADQ. GPO 379 CONSUMIBLES EQUIPO MEDICO (EQ. ESTERILIZACION),LA-019GYR002-E34-2018ADQ. GPO 379 CONSUMIBLES EQUIPO MEDICO (EQ. ESTERILIZACION),2018-04-06,2018-12-31,2247650,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1368062
IMSS,Instituto Mexicano del Seguro Social,IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014,1641070,2950,"AA-050GYR014-E2-2018, ADQ. DEL GRUPO DE SUMINISTRO 37.9",AA-050GYR014-E2-2018,,2018-03-16 13:02,2018-03-23 09:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1770919,D188062,"AA-050GYR014-E2-2018, ADQ. DEL GRUPO DE SUMINISTRO 37.9 ",2018-04-09,2018-12-31,9600,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1414827
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,1810065,2950,ADQUISICIÓN DE ACCESORIOS MEDICOS GPO 379,IA-050GYR067-E115-2018,2018-10-31,2018-10-18 15:21,2018-10-29 09:00,Internacional bajo TLC,Adquisiciones,Invitación a Cuando Menos 3 Personas,Electrónica,1954696,ADQUISICIÓN DE ACCESORIOS MEDICOS GPO 379,ADQUISICIÓN DE ACCESORIOS MEDICOS GPO 379,2018-11-01,2018-12-31,472400,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1573356
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE HOSPITAL DE PEDIATRÍA SILVESTRE FRENK FREUND DEL CMN SIGLO XXI #050GYR067,1810065,2950,ADQUISICIÓN DE ACCESORIOS MEDICOS GPO 379,IA-050GYR067-E115-2018,2018-10-31,2018-10-18 15:21,2018-10-29 09:00,Internacional bajo TLC,Adquisiciones,Invitación a Cuando Menos 3 Personas,Electrónica,1954725,ADQUISICIÓN DE ACCESORIOS MEDICOS GPO 379,ADQUISICIÓN DE ACCESORIOS MEDICOS GPO 379,2018-11-01,2018-12-31,220110,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1573356
IMSS,Instituto Mexicano del Seguro Social,IMSS-Oficina de Adquisiciones de la Delegación Zacatecas #050GYR034,1825012,5310,AA-050GYR034-E142-2018  ADQUISICIÓN DE EQUIPO MÉDICO PARA AMPLIACIÓN Y REMODELAC,AA-050GYR034-E142-2018,,2018-11-21 18:34,2018-11-28 10:00,Internacional bajo TLC,Adquisiciones,Adjudicación Directa Federal,Electrónica,1975499,AA-050GYR034-E142-2018 ADQUISICIÓN DE EQUIPO MÉDICO PARA AMPLIACIÓN Y REMODELAC,AA-050GYR034-E142-2018 ADQUISICIÓN DE EQUIPO MÉDICO PARA AMPLIACIÓN Y REMODELAC,2018-12-07,2018-12-31,508000,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1587660
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Subdireccion de Adquisiciones #007000999,1570612,3540,SERVICIO DE MANTENIMIENTO INTEGRAL (PREVENTIVO Y CORRECTIVO) A EQUIPO MEDICO,LA-007000999-E615-2017,2018-01-18,2017-12-14 20:34,2017-12-28 09:00,Nacional,Servicios,Licitación Pública,Electrónica,1693596,“CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO INTEGRAL (MANTENIMIENTO PREVENTIVO Y CORRECTIVO) A EQUIPOS DE DIFERENTES MARCAS 2018”,SERVICIO DE MANTENIMIENTO INTEGRAL (PREVENTIVO Y CORRECTIVO) A EQUIPO MEDICO,2018-01-18,2018-12-31,2185000,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1350036
IMSS,Instituto Mexicano del Seguro Social,"IMSS-DEPARTAMENTO DE ABASTECIMIENTO, UMAE HOSPITAL DE ONCOLOGIA DEN CMN SIGLO XXI #050GYR051",1598218,3540,LA-019GYR051-E25-2018 MANTENIMIENTO A EQUIPO MEDICO,LA-019GYR051-E25-2018,2018-02-26,2018-02-01 14:02,2018-02-19 12:00,Nacional,Servicios,Licitación Pública,Electrónica,1730978,CCO-N-18-38-2508-0010,,2018-02-28,2018-12-31,750521.02,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1380291
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Especialidades del CMN Manuel Avila Camacho en Puebla #050GYR046,1563113,3540,LA-019GYR046-E364-2017 Servicios de Mantenimiento a Equipo Médico,LA-019GYR046-E364-2017,2018-01-15,2017-12-22 09:26,2018-01-09 11:00,Nacional,Servicios,Licitación Pública,Electrónica,1735981,CCO-N-18-EP-2508-0010,CCO-N-18-EP-2508-0010,2018-02-01,2018-12-31,35000,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1355142
IMSS,Instituto Mexicano del Seguro Social,IMSS-Hospital de Gineco Pediatria UMAE No 48 #050GYR074,1542438,2950,Adqusición de consumibles para equipo medico,LA-019GYR074-E172-2017,2017-12-29,2017-12-19 23:26,2018-01-03 09:00,Internacional bajo TLC,Adquisiciones,Licitación Pública,Mixta,1762408,ADQUISICIÓN DE CONSUMIBLES PARA EQUIPO MEDICO ,ADQUISICIÓN DE CONSUMIBLES PARA EQUIPO MEDICO ,2018-01-10,2018-12-31,1984510,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1340115
IMSS,Instituto Mexicano del Seguro Social,"IMSS-UMAE HOSPITAL DE ESPECIALIDADES, C.M.N.O. #050GYR020",1622585,3540,Servicio de Mantenimiento a Equipos Médicos 2018,AA-019GYR020-E32-2018,,2018-02-26 18:35,2018-03-02 16:00,Nacional,Servicios,Adjudicación Directa Federal,Mixta,1750375,Servicio de Mantenimiento a Equipos Médicos 2018,Servicio de Mantenimiento Preventivo y Correctivo y en su caso refacciones de Conservación para el Ejercicio Fiscal 2018,2018-03-02,2018-12-31,221500,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1397109
IMSS,Instituto Mexicano del Seguro Social,IMSS-UMAE Hospital de Oncología CMN SXXI - Depto de Conservación y Serv. Grales. #050GYR999,1654984,3540,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPO MEDICO (ELEC MEDICA Y LABORATORIO,LA-050GYR999-E2-2018,2018-04-30,2018-04-12 15:15,2018-04-24 11:00,Nacional,Servicios,Licitación Pública,Electrónica,1800881,MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPOS DESFIBRILADORES Y EQUIPOS ELECTROCARDIÓGRAFOS UBICADOS EN DIVERSOS SERVICIOS EN LA UMAE HOSPITAL DE ONCOLOGÍA C.M.N. SIGLO XXI,"“MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPOS DESFIBRILADORES Y EQUIPOS ELECTROCARDIÓGRAFOS UBICADOS EN DIVERSOS SERVICIOS EN LA UMAE HOSPITAL DE ONCOLOGÍA C.M.N. SIGLO XXI (PARTIDA I), MANTENIMIENTO PREVENTIVO Y CORRECTIVO A EQUIPOS MÉDICOS DE LABORATORIO CLÍNICO, PATOLOGÍA, CONSULTA EXTERNA DE OFTALMOLOGÍA Y GINECOLOGÍA, EN LA UMAE HOSPITAL DE ONCOLOGIA C.M.N. SIGLO XXI (PARTIDA II)”",2018-05-07,2018-12-31,674168.48,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1435053
IMSS,Instituto Mexicano del Seguro Social,IMSS-Oficina de Adquisiciones de la Delegación Veracruz Norte #050GYR014,1699874,5310,AA-050GYR014-E149-2018 ADQUISICION DE CONSUMIBLES DE EQUIPO MEDICO,AA-050GYR014-E149-2018,,2018-05-29 12:10,2018-06-05 08:00,Internacional bajo TLC,Adquisiciones,Adjudicación Directa Federal,Electrónica,1829356,D8P0392,AA-050GYR014-E149-2018 ADQUISICION DE CONSUMIBLES DE EQUIPO MEDICO ,2018-06-11,2018-06-20,128500,MXN,Expirado,0,0,CMS100107GI3,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1470095
CONAGUA,Comisión Nacional del Agua,"CONAGUA-Organismo de Cuenca Península de Yucatán, Dirección de Administración #016B00031",1675841,3540,SERVICIO DE CALIBRACION Y MANTO. DE EQUIPOS DE LABORATORIO DEL OCPY,AA-016B00031-E15-2018,,2018-04-30 11:49,2018-04-23 23:00,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1788557,SERVICIO DE CALIBRACION Y MANTO. DE EQUIPOS DE LABORATORIO DEL OCPY,SERVICIO DE CALIBRACION Y MANTO. DE EQUIPOS DE LABORATORIO DEL OCPY,2018-05-15,2018-10-15,75857.25,MXN,Expirado,0,0,CIC791116770,CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN AC,No MIPYME,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1448197
BIRMEX,"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V.",BIRMEX-Dirección General #012NEF001,1643780,3540,"56, LA, Mantto. Eq. de Liofilización, Ultracongeladores, Hornos, Estufas y Ctos.",LA-012NEF001-E56-2018,2018-04-16,2018-03-27 17:50,2018-04-11 09:00,Nacional,Servicios,Licitación Pública,Electrónica,1784347,"Mantenimiento Preventivo, Correctivo y Asistencia Técnica a Hornos, Estufas y Cuartos de Estufas.","Mantenimiento Preventivo, Correctivo y Asistencia Técnica a Hornos, Estufas y Cuartos de Estufas.",2018-04-17,2019-01-31,2675250.5,MXN,Expirado,1,0,,FERNANDO FABELA DIAZ,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1421811
INIFAP,"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias",INIFAP-Dirección de Administración del Centro de Investigación Regional Centro #008JAG001,1849753,3540,INIFAP-MANTENIMIENTO DE EQUIPO DE LABORATORIO,AA-008JAG001-E82-2018,,2019-01-21 16:25,2018-11-24 08:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1990389,INIFAP-MANTENIMIENTO DE EQUIPO DE LABORATORIO,MANTENIMIENTO DE QUIPO DE LABORATORIO DEL C.E. BAJIO,2018-12-01,2018-12-19,73592,MXN,Expirado,0,0,DAR020909CD4,DISTRIBUIDORA ARPEQUIM SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1610268
CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,CINVESTAV-Subdirección de Recursos Materiales #011L4J995,1693807,5310,EQUIPOS DE LABORATORIO,AA-011L4J995-E381-2018,,2018-05-22 09:18,2018-05-22 09:30,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,1808599,EQUIPOS DE LABORATORIO,"CATALOGO CRM-051, AGITADORA UNIVERSAL PARA LA AGITACION DE MATRACES, VASOS DE PP, CAJAS PETRI, BOLSAS DE SANGRE, PLACAS ETC., VELOCIDAD 0-210 RPM, TIEMPO 0-15 MIN,, DIAMETRO DE INCLINACION 22 MM. AREA DE TRABAJO 315 X 218 MM, 11 V, 50 MHZ, CRM.

CATALOGO SM-25CW, MEDIDOR DE PH/MV DE MESA, RANGO PH: 0.00 A 14.00, RANGO DE MV: 0A 1999, RESOLUCION PH: 0.05 MV, CALIBRACION AUTOMATICA 2 PUNTOS, COMPENSACION TEMPERATURA 0 A 99° C MANUAL, INCLUYE ELECTRODO DE PH, SOPORTE DE ELECTRODO, BUFFERS DE CALIBRACION, SCIENCE ME.

CATALOGO SM-MX, 8011202000, MEZCLADORA PARA MICROPLACAS VELOCIDAD REGULABLE 0-1500 RPM, PLATAFORMA INDIVIDUAL O DOBLE PARA MICROPALCAS DE 96 LUGARES, MEDIDA DEL EQUIPO 260 X 150 X 80 MM., TIPO DE AGITACION ORBITAL, MOTOR SIN ESCOBILLAS, SCIENCE ME.

CATALOGO VE-5000V, ESPECTOFOTOMETRO RANGO VISIBLE, ANCHO ESPECTRAL 4NM SIS OPTICO: RED DISFRACCION 1200 LINEAS/MM RANGO DE LONG. DE ONDA 320-1000 NM MOD. FOTOMETRICO T,A,C,F, EXAC DE ONDA +NM REP DE LONG. DE ONDA: 1NM RANGO FOTOMETRICO: 0-200% T-0.3-3ª EXC.FOTOMETRICO + 0. T, VELAB.

CATALOGO H READER 1, (LECTOR DE MICROPLACAS), LECTURA DE PLACAS DE 96 POZOS, PARA PLACAS DE FONDO PLANO, U Y V, VELOCIDAD DE LECTURA DE 5 SEG. PANTALLA LCD TACTIL, FACIL PROGRAMACION DE MUESTRAS, SELECCIÓN DE VELOCIDAD (ALTA, MEDIA, RAPIDA), AMPLIA CAPACIDAD, HLAB. ",2018-05-29,2018-07-28,83763,MXN,Expirado,0,0,ABE870603I32,ABELZAM SA DE CV,Pequeña,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1464588
CICY,"Centro de Investigación Científica de Yucatán, A.C.",CICY-Dirección Administrativa #03890Q010,1797149,2950,"HORNO P/INSTRUMENTO TGA ""DOC. POLIMÉRICOS""",AA-03890Q010-E340-2018,,2018-09-21 15:30,2018-05-09 08:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1930094,"HORNO P/INSTRUMENTO TGA ""DOC. POLIMÉRICOS""","HORNO P/INSTRUMENTO TGA ""DOC. POLIMÉRICOS""",2018-05-09,2018-05-16,205000,MXN,Expirado,0,0,N&S060721MU8,LA NETWORKS & SMART TECHNOLOGIES SA DE CV,Micro,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1561062
IMSS,Instituto Mexicano del Seguro Social,"IMSS-Delegación Regional en Baja California, Jefatura de Servicios Administrativos #050GYR003",1811387,5310,AA-050GYR003-E339-2018 OSTEOSINTESIS Y ENDOPROTESIS,AA-050GYR003-E339-2018,,2018-10-23 14:16,2018-10-08 13:00,Internacional bajo TLC,Adquisiciones,Adjudicación Directa Federal,Electrónica,1950242,AA-050GYR003-E339-2018 OSTEOSINTESIS Y ENDOPROTESIS ,,2018-10-12,2019-01-01,129310.34,MXN,Expirado,0,0,TDI001206KV0,TECNOLOGIA Y DISENO INDUSTRIAL SAPI DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1574622
CIO,"Centro de Investigaciones en Óptica, A.C.",CIO-Departamento de Servicios Generales #03890S999,1708509,3540,CONTRATACION POLIZA DE MANTENIMIENTO ANUAL PARA UN MICROSCOPIO ELECTRONICO,AA-03890S999-E37-2018,,2018-06-06 14:54,2018-05-28 23:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1824923,CONTRATACION POLIZA DE MANTENIMIENTO ANUAL PARA UN MICROSCOPIO ELECTRONICO DE BARRIDO ,,2018-05-29,2019-05-28,483505.03,MXN,Expirado,0,0,JME910507HC7,JEOL DE MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1478363
CIQA,Centro de Investigación en Química Aplicada,CIQA-CENTRO DE INVESTIGACION EN QUIMICA APLICADA #03890U001,1655205,3540,MANTENIMIENTO PREVENTIVO Y CORRECTIVO ANUAL COBERTURA AMPLIA EQUIPO JEOL ,AA-03890U001-E91-2018,,2018-04-05 07:53,2018-03-22 11:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1765104,MANTENIMIENTO PREVENTIVO Y CORRECTIVO ANUAL COBERTURA AMPLIA EQUIPO JEOL MODELO JSM-7401F / EDS S/N SM18100069. INCLUYE DOS VISITAS,MANTENIMIENTO PREVENTIVO Y CORRECTIVO ANUAL COBERTURA AMPLIA EQUIPO JEOL MODELO JSM-7401F / EDS S/N SM18100069. INCLUYE DOS VISITAS,2018-03-22,2019-03-22,448657.46,MXN,Expirado,0,0,JME910507HC7,JEOL DE MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1427501
CIQA,Centro de Investigación en Química Aplicada,CIQA-CENTRO DE INVESTIGACION EN QUIMICA APLICADA #03890U001,1774895,2950,Refacciones y accesorios menores de equipo e instrumental médico y de laboratori,AA-03890U001-E304-2018,,2018-08-13 12:44,2018-08-13 08:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1898693,Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio,Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio,2018-08-13,2018-10-05,39601.3072,MXN,Expirado,0,0,JME910507HC7,JEOL DE MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1538593
SEDENA,Secretaría de la Defensa Nacional,SEDENA-Jefatura de Adquisiciones #007000997,1689724,3540,MANTENIMIENTO PREVENTIVO ESPECIALIZADO A MICROSCOPIO,AA-007000997-E201-2018,,2018-05-21 14:50,2018-05-25 09:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1865871,MANTENIMIENTO PREVENTIVO ESPECIALIZADO A MICROSCOPIO,,2018-06-08,2018-06-15,244609.85,MXN,Expirado,0,0,JME910507HC7,JEOL DE MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1464108
ECOSUR,El Colegio de la Frontera Sur,ECOSUR-Administracion Chetumal #03891E997,1656916,3540,Póliza Servicio de Mantenimiento preventivo y correctivo Microscopio de Barrido,AA-03891E997-E9-2018,,2018-04-06 10:13,2018-03-20 14:00,Nacional,Servicios,Adjudicación Directa Federal,Electrónica,1767250,Póliza de Servicio de Mantenimiento preventivo y correctivo cobertura anual del Microscopio electrónico de barrido,Póliza de Servicio de Mantenimiento preventivo y correctivo cobertura anual del Microscopio electrónico de barrido ECOSUR - CHETUMAL,2018-03-22,2019-03-23,212390.25,MXN,Expirado,0,0,JME910507HC7,JEOL DE MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1429180
CIQA,Centro de Investigación en Química Aplicada,CIQA-CENTRO DE INVESTIGACION EN QUIMICA APLICADA #03890U001,1791170,2950,Refacciones y accesorios menores de equipo e instrumental médico y de laboratori,AA-03890U001-E383-2018,,2018-09-10 10:57,2018-09-06 08:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,1922232,Refacciones y accesorios menores de equipo e instrumental médico y de laboratorio,Refacciones y accesorios menores de equipo e instrumental médico y de laboratori,2018-09-06,2018-10-22,41481.44,MXN,Expirado,0,0,JME910507HC7,JEOL DE MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1555301
CICY,"Centro de Investigación Científica de Yucatán, A.C.",CICY-Dirección Administrativa #03890Q010,1625377,3540,MANTENIMIENTO Y SERVICIO DE MICROSCOPIO ,AA-03890Q010-E49-2018,,2018-02-28 08:58,2018-02-21 00:00,Nacional,Servicios,Adjudicación Directa Federal,Presencial,1729337,MANTENIMIENTO Y SERVICIO DE MICROSCOPIO ,MANTENIMIENTO Y SERVICIO DE MICROSCOPIO ,2018-02-21,2018-12-31,189360.8,MXN,Expirado,0,0,JME910507HC7,JEOL DE MEXICO SA DE CV,Mediana,MX,https://compranet.hacienda.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1399664
